payment_value,payment_installments,price,freight_value,item_count,delivery_delay_days,review_score,product_category_name_english,high_risk
58.92,5.0,27.9,31.02,1.0,-4.0,3.0,computers_accessories,0
342.38,3.0,264.84000000000003,77.53,4.0,-15.0,1.0,housewares,1
157.98,2.0,134.99,22.99,1.0,-23.0,5.0,sports_leisure,0
48.27,1.0,34.9,13.37,1.0,1.0,3.0,housewares,0
54.56,1.0,39.0,15.56,1.0,-16.0,4.0,housewares,0
44.78,2.0,27.99,16.79,1.0,-7.0,4.0,telephony,0
254.0,1.0,183.6,70.4,4.0,-8.0,1.0,housewares,1
291.63,2.0,0.0,0.0,0.0,0.0,1.0,0,1
44.23,2.0,29.0,15.23,1.0,-42.0,1.0,watches_gifts,1
253.84,2.0,178.0,75.84,2.0,-20.0,5.0,garden_tools,0
146.17,2.0,125.99,20.18,1.0,0.0,5.0,office_furniture,0
50.1,1.0,35.0,15.1,1.0,-15.0,5.0,consoles_games,0
135.86,1.0,99.0,36.86,1.0,-12.0,3.0,computers_accessories,0
84.62,1.0,66.9,17.72,1.0,4.0,1.0,bed_bath_table,1
30.28,1.0,22.5,7.78,1.0,-18.0,4.0,sports_leisure,0
42.92,2.0,25.0,17.92,1.0,-16.0,4.0,toys,0
54.07,1.0,38.97,15.1,1.0,-19.0,5.0,baby,0
35.36,1.0,27.9,7.46,1.0,-1.0,5.0,health_beauty,0
238.36,10.0,196.0,42.36,2.0,-18.0,5.0,0,0
69.9,1.0,69.9,0.0,1.0,-11.0,3.0,furniture_decor,0
172.52,1.0,159.9,12.62,1.0,-2.0,1.0,sports_leisure,1
67.63,1.0,49.0,18.63,1.0,-16.0,5.0,housewares,0
36.32,1.0,27.5,8.82,1.0,0.0,5.0,electronics,1
167.13,3.0,143.8,23.33,1.0,-13.0,5.0,auto,0
87.64,2.0,69.9,17.74,1.0,-12.0,5.0,bed_bath_table,0
117.04,4.0,99.9,17.14,1.0,-12.0,1.0,health_beauty,1
99.05,1.0,89.9,9.15,1.0,-17.0,4.0,computers_accessories,0
411.76,5.0,385.0,26.76,1.0,-12.0,4.0,musical_instruments,0
106.06,1.0,89.0,17.06,1.0,-2.0,5.0,computers_accessories,0
126.18,1.0,91.8,34.38,2.0,-8.0,5.0,home_confort,0
166.59,10.0,148.9,17.69,1.0,-5.0,5.0,bed_bath_table,0
191.87,1.0,179.99,11.88,1.0,-7.0,5.0,baby,0
40.92,4.0,23.0,17.92,1.0,-28.0,2.0,0,1
158.2,1.0,127.8,30.4,2.0,-22.0,3.0,home_construction,0
141.64,6.0,113.89,27.75,1.0,-17.0,5.0,housewares,0
104.73,1.0,84.9,19.83,1.0,-23.0,5.0,fashion_shoes,0
58.99,5.0,49.9,9.09,1.0,-13.0,5.0,furniture_decor,0
53.99,1.0,44.9,9.09,1.0,-8.0,5.0,bed_bath_table,0
303.86,7.0,259.9,43.96,1.0,-30.0,5.0,furniture_decor,0
155.33,1.0,145.5,9.83,1.0,-13.0,5.0,stationery,0
95.64,3.0,59.99,35.65,1.0,0.0,2.0,pet_shop,1
113.44,2.0,94.9,18.54,1.0,-9.0,5.0,home_construction,0
85.21,1.0,66.5,18.71,1.0,-13.0,5.0,stationery,0
103.38,1.0,71.8,31.58,2.0,-12.0,1.0,air_conditioning,1
108.12,10.0,89.98,18.14,2.0,-8.0,5.0,furniture_decor,0
54.22,1.0,37.9,16.32,1.0,-15.0,5.0,christmas_supplies,0
162.04,1.0,149.49,12.55,1.0,-3.0,5.0,health_beauty,0
137.99,6.0,119.9,18.09,1.0,-12.0,4.0,health_beauty,0
207.15,1.0,166.99,40.16,1.0,-25.0,3.0,cool_stuff,0
48.96,1.0,36.2,12.76,1.0,-17.0,5.0,consoles_games,0
184.22,10.0,149.9,34.32,1.0,-13.0,4.0,housewares,0
36.99,1.0,18.99,18.0,1.0,-22.0,3.0,telephony,0
28.75,1.0,13.65,15.1,1.0,-10.0,5.0,electronics,0
45.0,2.0,29.9,15.1,1.0,-15.0,5.0,furniture_decor,0
227.27,4.0,205.0,22.27,1.0,-18.0,5.0,bed_bath_table,0
170.43,10.0,111.57,58.86,1.0,-15.0,3.0,home_appliances,0
285.45,3.0,249.9,35.55,1.0,-17.0,5.0,musical_instruments,0
134.91,1.0,119.9,15.01,1.0,-48.0,5.0,computers_accessories,0
483.56,8.0,458.85,24.71,1.0,-4.0,4.0,health_beauty,0
190.88,2.0,168.9,21.98,1.0,10.0,1.0,watches_gifts,1
574.64,5.0,549.99,24.65,1.0,-7.0,4.0,watches_gifts,0
444.1,8.0,389.0,55.1,1.0,0.0,1.0,sports_leisure,1
106.87,1.0,89.0,17.87,1.0,-7.0,5.0,stationery,0
321.82,8.0,295.0,26.82,1.0,-12.0,5.0,furniture_decor,0
61.72,1.0,49.99,11.73,1.0,-7.0,2.0,furniture_decor,1
74.0,1.0,65.8,8.2,1.0,-9.0,5.0,baby,0
276.78,8.0,219.64999999999998,57.120000000000005,3.0,-15.0,3.0,garden_tools,0
84.14,1.0,64.5,19.64,1.0,-15.0,5.0,electronics,0
34.87,3.0,25.99,8.88,1.0,-8.0,4.0,housewares,0
136.64,1.0,113.8,22.84,2.0,0.0,0.0,health_beauty,0
114.09,1.0,105.0,9.09,1.0,-13.0,5.0,drinks,0
33.75,1.0,21.9,11.85,1.0,0.0,4.0,electronics,0
67.69,6.0,44.0,23.689999999999998,2.0,-6.0,1.0,computers_accessories,1
148.24,1.0,140.0,8.24,1.0,-13.0,5.0,small_appliances,0
41.26,1.0,23.0,18.26,1.0,-20.0,5.0,auto,0
178.97,1.0,149.0,29.97,1.0,-26.0,5.0,stationery,0
770.46,10.0,740.0,30.46,1.0,-20.0,5.0,health_beauty,0
138.15,3.0,99.9,38.25,1.0,0.0,3.0,luggage_accessories,0
109.77,1.0,89.9,19.87,1.0,9.0,4.0,auto,1
77.06,4.0,59.9,17.16,1.0,-7.0,5.0,cool_stuff,0
72.42,7.0,58.99,13.43,1.0,-15.0,2.0,health_beauty,1
243.58,10.0,189.9,53.68,1.0,-10.0,5.0,cool_stuff,0
170.29,3.0,154.9,15.39,1.0,4.0,5.0,books_general_interest,0
71.63,1.0,59.9,11.73,1.0,-10.0,5.0,housewares,0
546.45,10.0,529.0,17.45,1.0,-18.0,3.0,watches_gifts,0
210.4,1.0,170.0,40.4,1.0,-10.0,3.0,computers_accessories,0
72.43,1.0,59.0,13.43,1.0,16.0,5.0,garden_tools,1
342.07,8.0,299.0,43.07,1.0,-15.0,5.0,bed_bath_table,0
524.24,1.0,499.9,24.34,1.0,-17.0,5.0,pet_shop,0
137.92,4.0,129.99,7.93,1.0,-17.0,5.0,watches_gifts,0
158.75,3.0,135.0,23.75,1.0,-2.0,3.0,auto,0
202.76,6.0,189.0,13.76,1.0,-8.0,5.0,perfumery,0
131.44,1.0,115.87,15.57,1.0,-13.0,4.0,sports_leisure,0
400.93,8.0,379.99,20.94,1.0,-17.0,4.0,cool_stuff,0
27.68,1.0,19.9,7.78,1.0,-6.0,5.0,sports_leisure,0
141.64,10.0,120.0,21.64,1.0,-20.0,5.0,toys,0
38.14,1.0,19.9,18.24,1.0,-7.0,1.0,housewares,1
150.92,1.0,131.9,19.02,1.0,-14.0,4.0,sports_leisure,0
37.74,1.0,22.0,15.74,2.0,-8.0,1.0,drinks,1
205.76,3.0,189.0,16.76,1.0,-8.0,5.0,telephony,0
84.02,1.0,59.99,24.03,1.0,-14.0,5.0,pet_shop,0
126.91,3.0,108.9,18.01,1.0,-20.0,5.0,sports_leisure,0
132.61,4.0,114.9,17.71,1.0,-13.0,5.0,sports_leisure,0
126.81,4.0,113.0,13.81,1.0,-3.0,4.0,bed_bath_table,0
42.06,1.0,19.99,22.07,1.0,-18.0,5.0,baby,0
32.38,1.0,19.9,12.48,1.0,-14.0,2.0,baby,1
69.14,5.0,55.0,14.14,1.0,-14.0,5.0,watches_gifts,0
115.9,2.0,99.99,15.91,1.0,-10.0,5.0,cool_stuff,0
56.47,1.0,40.0,16.47,1.0,-3.0,5.0,electronics,0
146.3,1.0,113.98,32.32,2.0,-16.0,3.0,bed_bath_table,0
30.1,1.0,15.0,15.1,1.0,-7.0,4.0,telephony,0
72.97,1.0,49.9,23.07,1.0,-36.0,5.0,sports_leisure,0
56.78,2.0,49.0,7.78,1.0,-9.0,5.0,fashion_bags_accessories,0
310.28,3.0,299.99,10.29,1.0,0.0,0.0,health_beauty,0
113.11,5.0,89.9,23.21,1.0,-30.0,5.0,bed_bath_table,0
90.84,1.0,83.0,7.84,1.0,-14.0,4.0,stationery,0
29.75,1.0,17.9,11.85,1.0,-13.0,5.0,furniture_decor,0
145.5,3.0,0.0,0.0,0.0,0.0,1.0,0,1
74.7,1.0,0.0,0.0,0.0,0.0,1.0,0,1
2389.78,3.0,2299.95,89.83,1.0,-12.0,5.0,cool_stuff,0
173.82,3.0,149.9,23.92,1.0,-19.0,1.0,auto,1
175.08,4.0,139.94,35.14,1.0,-1.0,1.0,office_furniture,1
168.63,1.0,145.9,22.73,1.0,-3.0,4.0,watches_gifts,0
45.0,2.0,29.9,15.1,1.0,-7.0,2.0,computers_accessories,1
162.75,2.0,139.9,22.85,1.0,-21.0,5.0,sports_leisure,0
108.88,4.0,99.99,8.89,1.0,-14.0,5.0,health_beauty,0
82.33,8.0,62.7,19.63,1.0,-16.0,4.0,bed_bath_table,0
122.31,1.0,92.89,29.42,2.0,-17.0,5.0,furniture_decor,0
135.49,1.0,119.9,15.59,1.0,-13.0,4.0,baby,0
87.64,4.0,69.9,17.74,1.0,-17.0,5.0,bed_bath_table,0
153.74,10.0,129.9,23.84,1.0,-28.0,5.0,pet_shop,0
43.22,1.0,27.99,15.23,1.0,-20.0,5.0,telephony,0
46.56,1.0,35.9,10.66,1.0,-20.0,5.0,toys,0
33.42,1.0,18.9,14.52,1.0,-12.0,5.0,telephony,0
45.53,4.0,19.9,25.63,1.0,-18.0,5.0,electronics,0
177.52,5.0,141.99,35.53,2.0,-28.0,2.0,sports_leisure,1
108.17,3.0,85.0,23.17,1.0,-15.0,5.0,housewares,0
42.11,1.0,25.0,17.11,1.0,-21.0,4.0,telephony,0
126.92,5.0,109.9,17.02,1.0,-17.0,5.0,drinks,0
52.56,2.0,43.5,9.06,1.0,-5.0,3.0,health_beauty,0
194.5,3.0,179.49,15.01,1.0,-12.0,4.0,auto,0
140.91,3.0,89.99,50.92,1.0,-26.0,4.0,garden_tools,0
199.31,2.0,184.9,14.41,1.0,-17.0,4.0,bed_bath_table,0
21.41,1.0,13.3,8.11,1.0,13.0,5.0,0,1
103.89,5.0,85.71,18.18,1.0,-24.0,5.0,housewares,0
102.57,3.0,74.99,27.58,1.0,31.0,1.0,toys,1
96.33,1.0,81.0,15.33,1.0,11.0,2.0,toys,1
158.3,4.0,119.94,38.36,1.0,-14.0,5.0,office_furniture,0
62.38,3.0,49.69,12.69,1.0,-17.0,3.0,health_beauty,0
62.69,1.0,49.9,12.79,1.0,-16.0,4.0,auto,0
123.5,1.0,99.8,23.7,2.0,-17.0,5.0,auto,0
155.05,3.0,118.9,36.15,1.0,-12.0,4.0,luggage_accessories,0
240.45,1.0,224.0,16.45,1.0,-22.0,5.0,health_beauty,0
64.44,1.0,49.0,15.44,1.0,-12.0,5.0,watches_gifts,0
33.82,1.0,24.9,8.92,1.0,-7.0,5.0,housewares,0
157.32,7.0,139.9,17.42,1.0,-11.0,4.0,cool_stuff,0
171.75,6.0,149.0,22.75,1.0,-9.0,5.0,watches_gifts,0
42.69,2.0,29.9,12.79,1.0,10.0,1.0,watches_gifts,1
102.87,9.0,89.9,12.97,1.0,-13.0,5.0,bed_bath_table,0
366.14,5.0,299.0,67.14,1.0,-22.0,5.0,kitchen_dining_laundry_garden_furniture,0
604.73,1.0,549.1,55.63,1.0,-3.0,1.0,bed_bath_table,1
93.52,1.0,74.9,18.62,1.0,-16.0,5.0,health_beauty,0
313.65,5.0,279.9,33.75,1.0,-1.0,4.0,office_furniture,0
107.85,1.0,99.0,8.85,1.0,1.0,5.0,computers_accessories,0
816.84,8.0,766.32,50.52,2.0,-18.0,5.0,garden_tools,0
348.53,4.0,338.9,9.63,1.0,-9.0,5.0,watches_gifts,0
16.96,1.0,6.0,10.96,1.0,-19.0,5.0,housewares,0
472.8,1.0,390.0,82.80000000000001,6.0,2.0,1.0,computers_accessories,1
92.57,3.0,79.0,13.57,1.0,-19.0,5.0,bed_bath_table,0
72.78,2.0,63.9,8.88,1.0,-9.0,5.0,toys,0
56.78,1.0,49.0,7.78,1.0,0.0,1.0,watches_gifts,1
42.68,2.0,34.9,7.78,1.0,-11.0,5.0,perfumery,0
63.13,1.0,44.9,18.23,1.0,-19.0,5.0,computers_accessories,0
213.34,4.0,199.99,13.35,1.0,-4.0,5.0,health_beauty,0
90.75,3.0,72.99,17.76,1.0,-8.0,5.0,cool_stuff,0
49.95,2.0,34.72,15.23,1.0,0.0,1.0,home_appliances,1
63.61,2.0,49.9,13.71,1.0,-27.0,3.0,bed_bath_table,0
88.9,1.0,79.99,8.91,1.0,-3.0,5.0,health_beauty,0
42.58,1.0,29.5,13.08,1.0,-5.0,3.0,cool_stuff,0
63.55,1.0,49.9,13.65,1.0,-10.0,5.0,health_beauty,0
36.17,1.0,26.9,9.27,1.0,2.0,5.0,computers_accessories,0
125.99,1.0,99.0,26.99,1.0,-18.0,4.0,garden_tools,0
71.04,5.0,55.9,15.14,1.0,-17.0,5.0,0,0
83.89,1.0,69.0,14.89,1.0,-14.0,2.0,telephony,1
153.72,1.0,138.0,15.72,1.0,-14.0,5.0,cool_stuff,0
64.9,1.0,49.8,15.1,1.0,-9.0,5.0,0,0
41.09,1.0,25.99,15.1,1.0,-14.0,2.0,auto,1
510.78,1.0,439.0,71.78,1.0,-13.0,5.0,housewares,0
164.25,1.0,149.99,14.26,1.0,-8.0,5.0,electronics,0
28.08,1.0,12.98,15.1,1.0,-14.0,4.0,telephony,0
158.69,8.0,149.9,8.79,1.0,-9.0,5.0,sports_leisure,0
93.98,8.0,77.68,16.3,1.0,-12.0,3.0,bed_bath_table,0
1225.99,9.0,1199.0,26.99,1.0,-28.0,5.0,small_appliances,0
23.95,1.0,16.17,7.78,1.0,-5.0,2.0,garden_tools,1
114.26,1.0,79.9,34.36,1.0,-11.0,5.0,fashion_bags_accessories,0
111.42,2.0,95.9,15.52,1.0,-14.0,5.0,auto,0
55.1,1.0,40.0,15.1,1.0,-24.0,4.0,auto,0
292.37,10.0,269.99,22.38,1.0,-6.0,5.0,toys,0
103.55,1.0,89.9,13.65,1.0,-20.0,5.0,bed_bath_table,0
64.23,1.0,52.0,12.23,1.0,-9.0,5.0,electronics,0
41.86,1.0,29.0,12.86,1.0,-7.0,5.0,watches_gifts,0
55.78,1.0,48.0,7.78,1.0,-8.0,1.0,fashion_bags_accessories,1
99.43,9.0,79.9,19.53,1.0,-17.0,5.0,bed_bath_table,0
75.07,1.0,59.9,15.17,1.0,-7.0,3.0,telephony,0
123.51,5.0,108.0,15.51,1.0,0.0,5.0,perfumery,0
102.26,1.0,86.9,15.36,1.0,-4.0,4.0,baby,0
40.95,2.0,29.99,10.96,1.0,-8.0,1.0,furniture_decor,1
222.16,1.0,190.0,32.16,1.0,-3.0,4.0,costruction_tools_tools,0
433.28,2.0,396.0,37.28,2.0,-16.0,4.0,costruction_tools_garden,0
20.26,1.0,12.87,7.39,1.0,-16.0,4.0,telephony,0
215.55,5.0,126.0,89.55,1.0,-28.0,5.0,housewares,0
126.2,6.0,113.9,12.3,1.0,-15.0,5.0,sports_leisure,0
138.84,1.0,119.9,18.94,1.0,-38.0,5.0,watches_gifts,0
190.42,4.0,159.8,30.62,2.0,-7.0,5.0,computers_accessories,0
108.86,6.0,79.9,28.96,1.0,-11.0,5.0,health_beauty,0
80.14,2.0,42.93,37.21,1.0,-17.0,5.0,sports_leisure,0
124.43,3.0,90.0,34.43,1.0,-27.0,4.0,fixed_telephony,0
135.51,10.0,109.9,25.61,1.0,13.0,2.0,bed_bath_table,1
97.13,2.0,79.0,18.13,1.0,-17.0,5.0,housewares,0
581.3,5.0,497.0,84.3,1.0,-4.0,5.0,home_appliances_2,0
90.46,1.0,76.9,13.56,1.0,0.0,1.0,0,1
102.93,1.0,95.0,7.93,1.0,24.0,5.0,perfumery,1
33.1,1.0,18.0,15.1,1.0,-7.0,4.0,auto,0
52.3,1.0,40.99,11.31,1.0,-4.0,4.0,housewares,0
42.32,1.0,26.0,16.32,1.0,-13.0,5.0,housewares,0
433.13,1.0,388.0,45.13,1.0,-14.0,5.0,baby,0
75.44,1.0,0.0,0.0,0.0,0.0,1.0,0,1
34.1,3.0,17.99,16.11,1.0,-18.0,4.0,pet_shop,0
121.94,6.0,98.67,23.27,1.0,-35.0,2.0,housewares,1
40.09,1.0,24.99,15.1,1.0,0.0,5.0,telephony,0
194.85,10.0,179.99,14.86,1.0,-5.0,5.0,bed_bath_table,0
53.38,1.0,45.99,7.39,1.0,-3.0,4.0,toys,0
52.21,4.0,38.6,13.61,1.0,-14.0,4.0,small_appliances_home_oven_and_coffee,0
67.63,1.0,55.9,11.73,1.0,-7.0,4.0,health_beauty,0
57.29,1.0,49.9,7.39,1.0,-23.0,3.0,fashion_bags_accessories,0
273.9,1.0,223.9,50.0,1.0,-39.0,5.0,consoles_games,0
131.61,2.0,99.0,32.61,1.0,-1.0,5.0,furniture_decor,0
77.57,7.0,59.9,17.67,1.0,-11.0,5.0,auto,0
202.87,1.0,185.81,17.06,1.0,-11.0,4.0,computers_accessories,0
209.54,1.0,183.10000000000002,26.439999999999998,2.0,-19.0,5.0,pet_shop,0
203.34,4.0,189.0,14.34,1.0,-15.0,4.0,stationery,0
33.72,1.0,25.0,8.72,1.0,-12.0,5.0,bed_bath_table,0
123.49,2.0,99.99,23.5,1.0,-11.0,5.0,art,0
512.87,3.0,482.0,30.869999999999997,2.0,-19.0,4.0,sports_leisure,0
282.26,1.0,245.98,36.28,2.0,-5.0,5.0,0,0
103.55,1.0,89.9,13.65,1.0,-14.0,5.0,bed_bath_table,0
39.24,3.0,29.9,9.34,1.0,-3.0,5.0,housewares,0
138.94,13.0,120.0,18.94,1.0,-11.0,5.0,home_appliances,0
75.78,1.0,66.9,8.88,1.0,-7.0,5.0,fashion_bags_accessories,0
322.02,8.0,258.0,64.02,2.0,-24.0,1.0,bed_bath_table,1
93.95,1.0,85.0,8.95,1.0,3.0,4.0,industry_commerce_and_business,0
85.81,1.0,78.0,7.81,1.0,-1.0,3.0,watches_gifts,0
533.49,8.0,515.0,18.49,1.0,-40.0,5.0,watches_gifts,0
68.49,1.0,49.9,18.59,1.0,-10.0,5.0,bed_bath_table,0
676.74,8.0,659.99,16.75,1.0,-9.0,5.0,watches_gifts,0
665.44,1.0,599.0,66.44,1.0,-18.0,3.0,consoles_games,0
110.17,10.0,79.98,30.19,2.0,-19.0,3.0,telephony,0
153.36,7.0,129.9,23.46,1.0,-20.0,4.0,perfumery,0
237.55,1.0,149.0,88.55,1.0,-25.0,5.0,bed_bath_table,0
176.26,3.0,159.0,17.26,1.0,-10.0,5.0,health_beauty,0
759.2,8.0,740.99,18.21,1.0,-5.0,1.0,fixed_telephony,1
206.31,8.0,186.9,19.41,1.0,-18.0,2.0,health_beauty,1
487.64,1.0,399.92,87.72,2.0,-11.0,3.0,office_furniture,0
53.15,5.0,19.0,34.15,1.0,0.0,4.0,auto,0
157.45,1.0,144.0,13.45,1.0,1.0,5.0,bed_bath_table,0
330.52,1.0,250.0,80.52,1.0,-9.0,5.0,baby,0
76.55,7.0,49.9,26.65,1.0,-3.0,4.0,furniture_decor,0
65.71,4.0,56.99,8.72,1.0,-5.0,5.0,perfumery,0
58.27,1.0,50.0,8.27,1.0,-6.0,0.0,toys,0
27.23,1.0,9.0,18.23,1.0,-19.0,4.0,electronics,0
75.17,2.0,60.0,15.17,1.0,-12.0,3.0,fashion_bags_accessories,0
102.73,1.0,85.0,17.73,1.0,-9.0,4.0,housewares,0
51.59,1.0,38.9,12.69,1.0,-14.0,5.0,consoles_games,0
107.0,5.0,79.9,27.1,1.0,-4.0,5.0,sports_leisure,0
315.84,6.0,299.0,16.84,1.0,-18.0,4.0,watches_gifts,0
927.28,8.0,898.0,29.28,1.0,-17.0,1.0,housewares,1
140.49,2.0,89.99,50.5,1.0,-13.0,5.0,garden_tools,0
37.82,3.0,24.98,12.84,1.0,-6.0,3.0,housewares,0
69.73,1.0,56.99,12.74,1.0,-11.0,4.0,bed_bath_table,0
388.96,10.0,364.0,24.96,2.0,-11.0,5.0,bed_bath_table,0
177.03,5.0,149.9,27.13,1.0,-12.0,5.0,bed_bath_table,0
61.91,3.0,45.8,16.11,1.0,-23.0,1.0,christmas_supplies,1
34.09,3.0,19.99,14.1,1.0,-14.0,4.0,telephony,0
31.28,3.0,22.99,8.29,1.0,-6.0,4.0,garden_tools,0
277.97,1.0,228.0,49.97,1.0,-12.0,4.0,construction_tools_lights,0
125.97,3.0,110.32,15.65,1.0,-11.0,4.0,health_beauty,0
172.98,1.0,154.99,17.99,1.0,-10.0,5.0,bed_bath_table,0
43.07,1.0,24.8,18.27,1.0,-20.0,5.0,auto,0
175.52,5.0,140.0,35.52,4.0,-8.0,5.0,furniture_decor,0
349.76,3.0,339.8,9.96,1.0,-12.0,5.0,watches_gifts,0
57.51,1.0,49.9,7.61,1.0,-2.0,5.0,telephony,0
64.51,2.0,52.64,11.87,1.0,-17.0,5.0,furniture_decor,0
73.15,1.0,57.99,15.16,1.0,-13.0,5.0,health_beauty,0
128.78,1.0,119.59,9.19,1.0,-13.0,5.0,audio,0
117.73,3.0,99.9,17.83,1.0,6.0,1.0,housewares,1
97.71,2.0,79.9,17.81,1.0,-6.0,3.0,furniture_decor,0
286.64,12.0,270.0,16.64,1.0,-15.0,5.0,fashion_bags_accessories,0
69.05,2.0,57.9,11.15,1.0,-8.0,4.0,bed_bath_table,0
51.09,5.0,34.3,16.79,1.0,-4.0,3.0,0,0
480.62,1.0,439.99,40.63,1.0,-9.0,4.0,consoles_games,0
78.69,1.0,64.9,13.79,1.0,-17.0,4.0,computers_accessories,0
799.23,6.0,0.0,0.0,0.0,0.0,1.0,0,1
25.77,2.0,17.99,7.78,1.0,-8.0,5.0,telephony,0
77.66000000000001,1.0,59.99,17.67,1.0,-28.0,5.0,furniture_decor,0
118.38,1.0,86.8,31.58,2.0,-18.0,3.0,toys,0
113.71,1.0,99.99,13.72,1.0,-13.0,5.0,bed_bath_table,0
195.49,8.0,183.0,12.49,1.0,5.0,1.0,health_beauty,1
137.56,1.0,119.8,17.76,2.0,-3.0,5.0,housewares,0
98.44,9.0,89.0,9.44,1.0,-4.0,5.0,computers_accessories,0
83.23,1.0,67.0,16.23,1.0,-1.0,5.0,consoles_games,0
73.4,1.0,58.9,14.5,1.0,-12.0,5.0,auto,0
63.15,1.0,29.0,34.15,1.0,-8.0,5.0,watches_gifts,0
70.93,1.0,59.9,11.03,1.0,-19.0,5.0,perfumery,0
132.94,10.0,89.9,43.04,1.0,-24.0,5.0,bed_bath_table,0
145.29,1.0,108.9,36.39,1.0,-7.0,5.0,luggage_accessories,0
58.27,1.0,44.9,13.37,1.0,-17.0,5.0,garden_tools,0
37.78,1.0,24.99,12.79,1.0,-3.0,5.0,telephony,0
196.26,5.0,175.66,20.6,2.0,-7.0,5.0,auto,0
111.02,5.0,89.9,21.12,1.0,-12.0,5.0,bed_bath_table,0
83.17,1.0,66.0,17.17,1.0,-5.0,3.0,sports_leisure,0
55.19,1.0,41.08,14.11,1.0,-25.0,4.0,0,0
138.81,2.0,119.99,18.82,1.0,4.0,1.0,health_beauty,1
174.13,2.0,159.99,14.14,1.0,-20.0,5.0,sports_leisure,0
134.99,1.0,105.0,29.99,1.0,-21.0,5.0,watches_gifts,0
70.53,1.0,44.9,25.63,1.0,-19.0,5.0,art,0
38.09,3.0,23.99,14.1,1.0,18.0,2.0,health_beauty,1
95.89,2.0,78.9,16.99,1.0,-21.0,5.0,computers_accessories,0
29.88,1.0,22.49,7.39,1.0,-12.0,5.0,computers_accessories,0
50.34,3.0,29.5,20.84,1.0,-15.0,5.0,cool_stuff,0
155.14,2.0,119.8,35.34,2.0,-18.0,5.0,garden_tools,0
335.47,6.0,325.0,10.47,1.0,-10.0,5.0,health_beauty,0
226.23,2.0,0.0,0.0,0.0,0.0,1.0,0,1
134.25,2.0,116.99,17.26,1.0,-1.0,1.0,office_furniture,1
35.65,3.0,20.0,15.65,1.0,-21.0,5.0,baby,0
143.5,3.0,118.0,25.5,2.0,-10.0,4.0,furniture_decor,0
119.39,5.0,105.99,13.4,1.0,-6.0,5.0,bed_bath_table,0
123.68,5.0,99.98,23.7,2.0,-14.0,1.0,bed_bath_table,1
152.72,1.0,126.99,25.73,1.0,-9.0,4.0,garden_tools,0
235.3,2.0,219.99,15.31,1.0,2.0,1.0,cool_stuff,1
27.09,2.0,11.99,15.1,1.0,-8.0,4.0,telephony,0
53.09,1.0,38.99,14.1,1.0,-16.0,5.0,electronics,0
73.34,1.0,59.9,13.44,1.0,-11.0,3.0,housewares,0
165.59,1.0,148.0,17.59,1.0,-17.0,5.0,cool_stuff,0
93.0,3.0,74.9,18.1,1.0,-17.0,5.0,bed_bath_table,0
420.05,10.0,384.9,35.15,2.0,-6.0,5.0,auto,0
1164.62,1.0,1000.0,164.62,2.0,-8.0,4.0,construction_tools_construction,0
122.21,1.0,105.0,17.21,1.0,-15.0,4.0,computers_accessories,0
150.22,1.0,134.17,16.05,1.0,-22.0,4.0,baby,0
127.01,4.0,109.0,18.01,1.0,-14.0,4.0,toys,0
224.74,1.0,199.0,25.74,1.0,-11.0,5.0,telephony,0
32.38,3.0,24.99,7.39,1.0,-10.0,4.0,telephony,0
398.01,10.0,374.9,23.11,1.0,-14.0,5.0,bed_bath_table,0
75.73,3.0,59.55,16.18,1.0,-9.0,4.0,furniture_decor,0
76.08,7.0,59.9,16.18,1.0,-15.0,5.0,baby,0
67.5,1.0,49.9,17.6,1.0,-15.0,5.0,garden_tools,0
63.27,3.0,49.9,13.37,1.0,-3.0,5.0,garden_tools,0
242.49,4.0,209.99,32.5,1.0,-9.0,4.0,home_appliances_2,0
262.82,8.0,245.99,16.83,1.0,-15.0,5.0,small_appliances,0
36.35,1.0,24.5,11.85,1.0,-6.0,4.0,consoles_games,0
204.34,1.0,189.9,14.44,1.0,-10.0,5.0,sports_leisure,0
133.97,1.0,124.9,9.07,1.0,-4.0,3.0,audio,0
169.01,8.0,146.39,22.62,1.0,-24.0,5.0,cool_stuff,0
133.93,2.0,109.9,24.03,1.0,-78.0,5.0,furniture_decor,0
77.03,1.0,59.9,17.13,1.0,-12.0,5.0,housewares,0
113.05,1.0,99.0,14.05,1.0,-9.0,5.0,computers_accessories,0
121.87,1.0,109.9,11.97,1.0,-17.0,5.0,sports_leisure,0
121.99,4.0,91.8,30.189999999999998,2.0,-21.0,5.0,perfumery,0
32.24,1.0,13.2,19.04,1.0,-11.0,3.0,electronics,0
62.69,6.0,50.0,12.69,1.0,-5.0,5.0,watches_gifts,0
93.85,1.0,78.0,15.85,1.0,-8.0,5.0,furniture_decor,0
192.77,10.0,0.0,0.0,0.0,0.0,1.0,0,1
89.42,1.0,60.6,28.82,1.0,-13.0,5.0,housewares,0
56.78,5.0,49.0,7.78,1.0,-15.0,5.0,watches_gifts,0
32.0,1.0,16.9,15.1,1.0,-20.0,5.0,garden_tools,0
165.8,1.0,150.0,15.8,1.0,-23.0,5.0,fashion_bags_accessories,0
149.54,7.0,119.8,29.74,2.0,-33.0,1.0,health_beauty,1
187.49,1.0,159.0,28.49,1.0,-25.0,4.0,computers_accessories,0
134.01,3.0,98.0,36.01,1.0,-15.0,5.0,health_beauty,0
